"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","Symbol","Chr","Type","CHP_115","CHP_118","CHP_137","CHP_198","CHP_69","IPF_182","IPF_202","IPF_92"
"Up","ENSG00000167676",4.46010031489257,"1.84e-04","PLIN4","19p13.3","protein_coding",5.89213457001783,3.46872736378401,4.92344704113772,4.49106388321135,5.45249064706765,6.34910926596638,10.7101043572201,7.59728263762034
"Up","ENSG00000135083",4.45104520994682,"4.63e-04","CCNJL","5q33.3","protein_coding",4.39526199276335,2.91371332595402,4.38797486954844,2.980417700991,3.85900088565143,4.64763880939823,9.16729401603299,6.33992429903217
"Up","ENSG00000198734",4.43710479994252,"1.37e-04","F5","1q24.2","protein_coding",5.92622918727768,8.43120854718833,7.40603567633916,6.50144321013989,7.85000674497949,8.48681601340142,13.2384028659755,10.4475369086772
"Up","ENSG00000113303",4.43682320341162,"8.86e-06","BTNL8","5q35.3","protein_coding",3.47264509453741,3.68244763838531,4.51214852158457,5.00979775185837,5.87782934130218,6.91028053331099,9.58828722101954,9.38456712050459
"Up","HSD52",4.4293077171018,"3.24e-05",NA,"NANA",NA,3.04626863185575,5.4808743814549,4.7324055697761,4.77362072349228,6.23495308590222,7.92662571635744,10.6076251103597,8.34033193368981
"Up","ENSG00000170956",4.42885977371629,"1.17e-04","CEACAM3 ENSG00000170956","19q13.2","protein_coding",4.88578703383945,6.15330883364747,5.82508673199852,6.43809501599459,8.64525034494633,9.20982494806199,12.3130248000145,11.2444418618438
"Up","ENSG00000148344",4.42804018118507,"2.16e-02","PTGES","9q34.11","protein_coding",7.21785782440248,2,4.7324055697761,3.1481503929349,5.47701513532112,6.34910926596638,11.21956166196,8.17545650574844
"Up","AC022816.1",4.41418107430207,"2.44e-03",NA,"NANA",NA,3.04626863185575,2.28803016573722,2.55627638201547,4.36047818417108,3.210252800367,5.26857061096474,8.34905850855243,4.52931768525876
"Up","AL008635.1",4.39735262616103,"1.59e-03",NA,"NANA",NA,2,3.07372442305504,2.55627638201547,2.31412704204778,3.5244805232603,5.29976721029501,7.21086905817938,4.56853935815858
"Up","AC005224.2",4.3762650489687,"3.63e-03",NA,"NANA",NA,3.94128821420188,3.57954144227762,5.31308781887658,6.02903990266178,4.13036948749075,6.56990933713945,10.5610672290581,4.48899984638839
"Up","AC022498.1",4.36783320779144,"7.70e-03",NA,"NANA",NA,2,3.07372442305504,2,2,3.93177632922701,5.52767303090629,6.2913995031602,6.60807769289683
"Up","ENSG00000125735",4.36756909341132,"2.97e-05","TNFSF14","19p13.3","protein_coding",5.78473208437557,7.69553648855806,7.97961175999154,8.77790409283362,8.75961844263216,9.69803693274196,13.5566427656012,11.9934989917241
"Up","ENSG00000250929",4.36510378436623,"1.25e-04","LINC01181","8q22.3","lncRNA",2,3.07372442305504,4.38797486954844,2.79058642038188,2.95487788397373,6.39316576091121,7.59388189428539,5.93724621611198
"Up","ENSG00000119535",4.36340239888205,"8.43e-06","CSF3R","1p34.3","protein_coding",8.7953093163326,10.0657350774359,10.4122676294652,11.1621451875977,11.5673414511453,12.8496367267426,16.1666514467379,14.299936577778
"Up","AL928711.1",4.35196529770753,"5.59e-02",NA,"NANA",NA,2.43835729225606,2.52801522067815,2,2.79058642038188,2,3.53401529334692,6.18376925154083,2.39856824201869
"Up","ENSG00000062282",4.34743099411408,"8.84e-06","DGAT2","11q13.5","protein_coding",5.35495614819666,6.61017067327428,6.61609008476662,6.99520912746691,8.37534391481053,9.24430942540581,12.3014845936725,11.3656051589947
"Up","ENSG00000181409",4.34125684989988,"4.05e-05","AATK","17q25.3","protein_coding",5.35495614819666,5.19785997597092,6.37571358679151,7.03856558420274,6.7190311594073,7.25079166433352,11.7471801417755,9.99121313751716
"Up","AL109615.2",4.33792998907443,"6.94e-04",NA,"NANA",NA,2.43835729225606,3.77849980431032,4.38797486954844,3.29839723699651,5.52484778644508,6.0150029624842,9.47413764946826,7.38848502673025
"Up","ENSG00000249173",4.33376853353446,"7.50e-04","LINC01093 ENSG00000249173","4q35.1","lncRNA",4.0688581338087,5.05173358088301,4.25209833823773,4.72136397766017,6.89314452112043,6.6447113126013,10.9759563241932,8.05634520079207
"Up","ENSG00000181634",4.32988733332446,"1.11e-06","TNFSF15","9q32","protein_coding",7.10331673952923,7.15755352075209,6.84587497177041,5.21269553371098,6.55593718563804,8.86604657360826,12.037713097291,10.4991990363748
"Up","ENSG00000166523",4.32834455493131,"7.54e-04","CLEC4E","12p13.31","protein_coding",8.0438710709619,8.8568047426127,7.73395245646185,7.42090586380708,11.0577046013292,11.0364840173386,14.9119804324859,12.5400299669198
"Up","ENSG00000182022",4.32766411689505,"4.35e-06","CHST15","10q26.13","protein_coding",9.14209589729887,8.11437454241728,9.04210131381652,8.18027097894554,9.80956172335878,10.9646976769556,14.5182781759917,12.3195962704267
"Up","ENSG00000248099",4.32424801575928,"1.69e-02","INSL3","19p13.11","protein_coding",2.43835729225606,2,2,2.79058642038188,3.08820854636368,3.72997457345804,6.59010919488821,4.06418980400945
"Up","ENSG00000147454",4.32246183820242,"2.18e-07","SLC25A37","8p21.2","protein_coding",9.17791293615349,9.27834245193768,9.79213933560475,9.51536742623704,10.3794278507676,11.896584661455,15.1073991380554,13.3568927000088
"Up","ENSG00000171236",4.31833674026438,"1.64e-04","LRG1","19p13.3","protein_coding",8.32514346954843,5.98232070619678,5.82508673199852,6.59153692842555,8.81357301072055,8.92225457782821,12.2423569026313,12.6135118116295
"Up","ENSG00000281162",4.30296772228657,"2.67e-04","LINC01127","2q11.2","lncRNA",4.66127254573856,4.03337316543427,3.93463503475508,4.6671430389971,5.29588552850204,5.23668448382536,10.0410539885689,7.0573291389822
"Up","ENSG00000179388",4.28568943511084,"2.13e-05","EGR3","8p21.3","protein_coding",6.76947972511528,7.14859406997245,8.4445317288035,7.23772166695051,7.90074157152431,9.35426430921021,13.192108584938,10.3802437854
"Up","ENSG00000184005",4.28383405811699,"6.14e-04","ST6GALNAC3","1p31.1","protein_coding",4.18605844258646,4.31542037604701,3.52700828563143,5.09441064653135,5.3499982145017,5.20407765781949,10.0955273610812,6.85805645576108
"Up","ENSG00000242113",4.27955211256365,"6.88e-03","RN7SL124P","2q23.3","misc_RNA",2,2.73371540412585,4.83108620830733,2.79058642038188,2.95487788397373,4.99125591795789,8.27231545968255,5.52363331567056
"Up","AC022098.4",4.27623243960292,"8.94e-03",NA,"NANA",NA,2,2.52801522067815,2.55627638201547,2.57193721229046,3.210252800367,4.32264073243637,6.83745443652639,3.45948135449826
"Up","AC023157.2",4.26894305979777,"9.16e-06",NA,"NANA",NA,5.45176430143964,6.45892947315064,6.16485741682611,6.50144321013989,7.65422522738508,8.35193529113396,11.9439222068766,10.3024052682442
"Up","AL391832.2",4.25543412709628,"2.97e-05",NA,"NANA",NA,4.57793568529172,5.29849434376582,5.16960007105526,5.87011927444386,6.29135512470388,7.32089701274105,10.9912014123664,8.25274256306953
"Up","ENSG00000103154",4.25297185404393,"6.54e-02","NECAB2","16q23.3","protein_coding",2.43835729225606,2,2,2,3.32277319823317,2.70661366552027,5.9409394298006,5.16268962857756
"Up","ENSG00000069482",4.24907149653251,"1.32e-02","GAL","11q13.2","protein_coding",2,2,2.95675405242379,2.57193721229046,2.64436331118535,5.99608137302979,3.70144718038792,4.44752280434774
"Up","ENSG00000162551",4.24723724783761,"7.37e-03","ALPL","1p36.12","protein_coding",10.6733247026481,5.39256441972926,7.16248023031956,7.24699287185974,8.9577730538615,9.09669763719842,14.4740583287105,12.1642422257363
"Up","ENSG00000186583",4.24009248440081,"2.16e-03","SPATC1","8q24.3","protein_coding",3.80133403523869,4.18127835894237,6.53057292376818,6.85672687577319,5.12018727489371,6.6568097525685,11.3157527150818,7.97109784268601
"Up","AC020907.3",4.22129078560602,"1.96e-03",NA,"NANA",NA,2,3.34868810203856,2.55627638201547,2.980417700991,3.93177632922701,4.43929948542755,7.66765036222353,5.92218433257022
"Up","ENSG00000277943",4.21890156861187,"1.46e-03","CCL4","CHR_HSCHR17_10_CTG4","protein_coding",7.05790544092425,6.91496195385386,7.2542558514163,6.76934794119472,9.82636076372245,9.13612115484056,13.7008778998559,10.8374908951664
"Up","AL117336.1",4.21548999891261,"6.13e-04",NA,"NANA",NA,3.04626863185575,3.07372442305504,2,2.57193721229046,2.80795861781523,5.23668448382536,6.8087579806404,4.40481792293015
"Up","ENSG00000258667",4.21050748248317,"6.62e-06","HIF1A-AS3","14q23.2","lncRNA",5.25118168884316,5.23219066836567,5.44358666254871,5.60761682681843,5.08870546905718,8.02791004531456,10.6707794298782,7.14427067193515
"Up","ENSG00000078053",4.18396565056223,"1.94e-02","AMPH","7p14.1","protein_coding",2.77409844906071,2.28803016573722,3.52700828563143,2.31412704204778,2.64436331118535,2.88176276806099,7.12035422031094,3.75979197834748
"Up","AC026310.1",4.17165944575733,"8.68e-03",NA,"NANA",NA,2,3.21774704807994,4.626476315451,2.31412704204778,2.64436331118535,4.38214894074859,7.61060394249261,6.56993047323807
"Up","AC093583.1",4.17070366103418,"3.26e-06",NA,"NANA",NA,4.0688581338087,4.18127835894237,5.31308781887658,5.0527244200217,5.40215440223756,6.68070644915444,9.77973088309475,8.77066625684103
"Up","ENSG00000112096",4.17048527469494,"2.99e-06","SOD2","6q25.3","protein_coding",14.3231021496529,13.7750887007965,14.2428260119824,12.3123639786593,14.4493144998123,16.1871963787428,19.25873031167,17.4328165169206
"Up","ENSG00000173535",4.16791034687204,"3.56e-06","TNFRSF10C","8p21.3","protein_coding",5.35495614819666,5.05173358088301,6.55964553246312,6.59153692842555,7.09676408158765,8.23978645986283,11.1447559129926,10.6137837205463
"Up","AC015819.2",4.15411458246674,"5.36e-04",NA,"NANA",NA,2,3.07372442305504,2.95675405242379,4.05740482354101,3.7823584188517,4.87178257757807,7.12035422031094,7.49919752435948
"Up","ENSG00000237054",4.14476001352675,"2.17e-03","PRMT5-AS1","14q11.2","lncRNA",3.04626863185575,3.34868810203856,2.95675405242379,3.1481503929349,4.41053419309772,4.38214894074859,8.45933229138755,5.13682740739748
"Up","AP001063.1",4.14445951303483,"4.03e-02",NA,"NANA",NA,2,2,2.95675405242379,2.980417700991,2.24814995706144,4.05652979782797,6.16124497457417,3.1844683387856
"Up","ENSG00000288505",4.14302196326054,"2.27e-03","NANOS3","CHR_HG109_PATCH","protein_coding",2,3.34868810203856,3.26987519304848,3.4344622375178,3.7823584188517,4.32264073243637,7.98228557726865,5.56300773697353
"Up","ENSG00000171049",4.13681408042964,"1.79e-03","FPR2 ENSG00000171049","19q13.41","protein_coding",6.52442433880461,9.53536601955894,7.2542558514163,7.46129504867336,10.6220826969582,10.5365729942579,14.3488425159383,12.6390693027327
"Up","ENSG00000233791",4.13466918812617,"5.38e-04","LINC01136","1q32.1","lncRNA",2.43835729225606,5.01276626560113,4.7324055697761,4.87277710618804,5.94968428246604,6.99848806155194,10.0984941856656,7.8248909079647
"Up","BX640514.2",4.12401867329655,"8.08e-05",NA,"NANA",NA,4.18605844258646,5.42260571841692,5.16960007105526,5.51855316546353,4.60108888203873,6.19170632269758,10.2793188581828,7.89984571307525
"Up","ENSG00000072952",4.11802508701442,"6.62e-06","IRAG1","11p15.4","protein_coding",5.85721466571385,4.7538768542985,5.16960007105526,4.55217609326009,6.29135512470388,7.36581011787625,10.4364698739068,9.17500329722928
"Up","AC051649.1",4.11782489954695,"4.39e-02",NA,"NANA",NA,2,2.91371332595402,4.38797486954844,4.55217609326009,2.64436331118535,4.64763880939823,8.70101345902264,2.71052377714601
"Up","ENSG00000124134",4.1160119181125,"4.19e-02","KCNS1","20q13.12","protein_coding",3.80133403523869,2,2,3.29839723699651,2.45981581789212,3.42505678971066,7.34682447404029,4.11805736092939
"Up","ENSG00000136040",4.10175029066718,"6.14e-05","PLXNC1","12q22","protein_coding",9.51964497842656,10.0963435627911,9.71024007262371,10.1689354683962,11.689110254129,12.6027098183827,15.8414152237269,13.0068026404135
"Up","ENSG00000103569",4.09832011510068,"1.76e-04","AQP9","15q21.3","protein_coding",10.2806215677768,12.8588864011478,12.230785328651,11.1141881699273,13.0228647247887,13.4950354666336,17.5275357788853,15.4948343190741
"Up","ENSG00000152784",4.09758528249602,"1.26e-05","PRDM8","4q21.21","protein_coding",6.308754599211,5.83373235517046,5.01024905535886,6.11256358317157,6.46077586864015,6.84832932066583,10.8048765740418,10.2973068482285
"Up","ENSG00000170542",4.09352852675682,"2.70e-05","SERPINB9","6p25.2","protein_coding",8.64985895782464,8.78345912670792,8.67455722372914,8.62984377597424,10.14987985234,10.5068042872876,14.40174214621,12.3517451696093
"Up","ENSG00000241458",4.07983065488393,"4.82e-02","RPL7P19","5q31.2","processed_pseudogene",3.04626863185575,3.21774704807994,2,2.980417700991,2.45981581789212,3.63531948879507,7.23263746186307,2.21300445082179
"Up","ENSG00000222179",4.07869245691973,"1.66e-02","RN7SKP26","18q21.1","misc_RNA",2,2.52801522067815,3.52700828563143,3.29839723699651,2.80795861781523,4.32264073243637,7.34682447404029,3.28208138511507
"Up","ENSG00000277443",4.07824771002494,"9.94e-06","MARCKS","6q21","protein_coding",12.0305886892581,11.2209601870278,10.6722686721067,9.72893363978118,11.3719572985495,13.1512723190066,16.3926754398572,14.5061490042767
"Up","AL391832.3",4.0754636713002,"9.67e-04",NA,"NANA",NA,3.04626863185575,5.64276465948724,5.37981227052016,5.71841173755207,6.80871288244364,7.09055898053204,10.9499105461503,8.58469825445553
"Up","ENSG00000154928",4.05624903001708,"8.84e-06","EPHB1","3q22.2","protein_coding",5.40417207871995,4.84543328098607,6.69682054575942,5.54885609667471,5.98431278800907,8.17396374369515,10.9400208607445,8.60841619337958
"Up","AC130448.1",4.04704934052012,"8.10e-03",NA,"NANA",NA,2.77409844906071,3.57954144227762,5.50466084677243,4.29046754977374,3.7823584188517,5.97690831673097,9.43006844236567,4.11805736092939
"Up","ENSG00000151948",4.04617485718832,"7.31e-04","GLT1D1","12q24.33","protein_coding",6.99504421135674,6.66146029240676,7.48393241750565,6.98416332099253,9.59105207000268,9.53718429196323,13.3140538046255,10.8464943714709
"Up","ENSG00000233013",4.04348465674783,"2.86e-04","FAM157B","9q34.3","transcribed_unprocessed_pseudogene",3.80133403523869,3.34868810203856,3.26987519304848,4.91991149563101,4.00105630185405,5.57943718138702,8.90795772029205,6.41715982525885
"Up","ENSG00000249096",4.04306741818751,"1.16e-03","LINC02362","4q35.1","lncRNA",4.88578703383945,5.33053742268738,5.16960007105526,6.89261343622933,5.84051367176324,7.81229183275225,11.17106435481,6.31707564834475
"Up","ENSG00000121966",4.03046907883292,"1.06e-04","CXCR4","2q22.1","protein_coding",9.02505129308524,10.6880752246861,9.12223671369691,9.43652395026725,12.1229404845117,13.000259879977,15.3005644701702,14.801795687985
"Up","AC136475.7",4.02886609439194,"5.81e-02",NA,"NANA",NA,2,2.52801522067815,2,2.79058642038188,2.64436331118535,2.50722396959903,6.06745736363003,3.75979197834748
"Up","ENSG00000250548",4.02650935330576,"4.77e-04","LINC01303","14q23.1","lncRNA",4.29444894573296,4.70582335405519,4.7324055697761,5.09441064653135,6.66668867709638,6.93035354534471,10.5610672290581,7.85692672016103
"Up","ENSG00000121742",4.02301395966693,"3.48e-02","GJB6","13q12.11","protein_coding",5.30400179217247,2.91371332595402,3.26987519304848,2,2.80795861781523,3.72997457345804,8.59155907701366,6.15902766419461
"Up","AC104695.3",4.02185153175732,"3.23e-03",NA,"NANA",NA,3.64633003224209,7.03650219337422,6.08711879503189,5.98539184031318,5.08870546905718,8.023244855418,11.2822234296036,6.38456384638833
"Up","ENSG00000093134",4.0156696184491,"7.65e-04","VNN3","6q23.2","protein_coding",8.36918588711343,5.76504737235615,5.61956047634088,5.3566857719782,7.44016763231659,8.56593329512559,12.1786007238587,10.1022922013562
"Up","ENSG00000187775",4.00395366899803,"4.63e-11","DNAH17","17q25.3","protein_coding",7.31112514398817,5.98232070619678,6.86928615379543,7.03856558420274,7.94096451130804,10.8121366841241,11.3726168508914,11.1506330791324
"Up","ENSG00000147408",4.00080756182344,"4.45e-03","CSGALNACT1","8p21.3","protein_coding",5.70841436797129,4.24990787450119,5.37981227052016,7.88603636826341,7.82156228060022,7.56512171423635,12.1301327825626,9.42786669851334
"Up","AC005392.2",3.99945673590873,"1.43e-02",NA,"NANA",NA,4.18605844258646,2,3.26987519304848,2.31412704204778,2.80795861781523,4.38214894074859,7.38620394057414,5.44150615086574
"Up","AC008121.2",3.99870679697738,"3.27e-02",NA,"NANA",NA,2,3.34868810203856,2.55627638201547,3.1481503929349,2.24814995706144,3.90247203433375,6.94685163591488,3.1844683387856
"Up","ENSG00000275079",3.99297016421335,"8.60e-07","LPCAT1","CHR_HSCHR5_3_CTG1","protein_coding",7.11814165517587,7.42575092933362,6.95930726788507,7.76218275647039,7.84058743264927,9.19538234245725,12.4250951337938,11.0828318803139
"Up","ENSG00000049249",3.9900230187374,"6.23e-07","TNFRSF9","1p36.23","protein_coding",5.66868616351584,5.42260571841692,4.92344704113772,5.60761682681843,5.6595082205177,7.62176768811337,10.411637043349,8.64327764391053
"Up","AL671883.2",3.98520650839794,"2.82e-05",NA,"NANA",NA,3.80133403523869,2.52801522067815,2.95675405242379,4.13934768810437,3.61565839549143,6.10605831339974,7.7454207233687,6.44903557940869
"Up","AC063965.2",3.98119547586806,"3.39e-03",NA,"NANA",NA,4.66127254573856,6.02210774071521,5.16960007105526,4.55217609326009,4.60108888203873,6.66880757819066,10.392425671473,4.78380917135596
"Up","ENSG00000254415",3.96792186789076,"1.15e-05","SIGLEC14","19q13.41","protein_coding",7.24512652192321,8.49621793286479,8.16129016658132,8.22787158293284,8.94684064677694,9.71982490233658,13.3619072020647,11.7371717326569
"Up","ENSG00000162367",3.96648808890487,"6.56e-02","TAL1","1p33","protein_coding",2.77409844906071,2.28803016573722,2,2.57193721229046,2.45981581789212,6.05211753518169,2.35787152004404,3.1844683387856
"Up","AL138694.1",3.95460058809549,"4.05e-03",NA,"NANA",NA,3.27515136931785,2.28803016573722,3.26987519304848,3.4344622375178,2.80795861781523,4.82965349512209,7.39588311783042,4.00823265891772
"Up","ENSG00000152932",3.95291202840319,"2.00e-02","RAB3C","5q11.2","protein_coding",2.43835729225606,2.28803016573722,2,3.29839723699651,2.95487788397373,3.30719205923251,6.59010919488821,4.52931768525876
"Up","ENSG00000100985",3.94413454834914,"2.66e-06","MMP9","20q13.12","protein_coding",8.0438710709619,8.74236441669174,9.82842591379373,7.67557274295735,9.75294575822578,11.4261605717907,13.4624862147489,13.348026587406
"Up","ENSG00000155307",3.94395031373787,"2.00e-04","SAMSN1","21q11.2","protein_coding",9.38209020768137,9.35823243592375,9.35977369046256,9.82955951487126,11.1924650370903,11.0201871183081,15.210579750405,12.9920025166899
"Up","ENSG00000145244",3.94331231830569,"3.17e-02","CORIN","4p12","protein_coding",3.27515136931785,2.73371540412585,2.95675405242379,2.31412704204778,2.95487788397373,2.50722396959903,7.21086905817938,3.54061967144169
