"Regulation","Ensembl ID","log2 Fold Change","Adj.Pval","Symbol","Chr","Type","NSIP_73","NSIP_117","NSIP_122","NSIP_173","NSIP_179","NSIP_187","NSIP_197","NSIP_203","NSIP_80","NSIP_63","NSIP_81","NSIP_82","NSIP_84","NSIP_93","CHP_115","CHP_118","CHP_137","CHP_198","CHP_69"
"Up","AC012368.1",1.08181780271389,"9.24e-02",NA,"NANA",NA,6.85587710533605,8.12571084796556,7.24109917917879,7.54944073524753,8.95909910463349,7.6010724620941,7.96061480198522,7.76738751049857,7.52733080844146,7.73689283862345,8.27178477055462,7.54685237835816,6.21780731151224,10.731790768061,6.22293543009311,6.63351945799719,6.50933755003129,7.21545272230279,6.7613029770322
"Down","ENSG00000255823",-4.06945724997903,"5.39e-02","MTRNR2L8","11p15.4","protein_coding",3.52424344321276,2.67986016680653,5.64174056436482,2,2,2.70827847479553,2.92685283489056,2,2.59347411391593,4.50395390642124,2.6743139638276,3.1400662817663,2,2.29955080764403,8.17715454039354,5.53160921495738,3.91827302863224,7.60654648639256,2.2420349737961
"Down","ENSG00000232177",-3.24982204524187,"8.41e-02","MTND4P24","Xq25","processed_pseudogene",4.066884566457,5.23691849950669,7.73501989134136,3.16887197449894,5.8186550702732,6.21230541595438,7.17567813626439,3.06742864668279,2.59347411391593,3.52052361142553,4.57659818689168,3.68130130157578,2.55331531310185,4.08088140910095,8.97784910990446,3.96347816260365,10.4390956325718,5.73253210220078,4.03745756653679
"Down","AC022509.4",-3.0172591029076,"3.37e-02",NA,"NANA",NA,4.76907582014333,2.67986016680653,6.43214734656977,5.98203187566247,3.85679354866335,4.1990709612978,5.18746980100519,5.77716297608187,4.56538594588311,4.09446081428474,2.6743139638276,5.03974709378142,3.35511784244577,2.94339221751932,3.0002868980162,6.93647493876124,8.16756741039227,9.19555274314533,4.37883686108739
"Down","U2",-2.40751576876497,"3.43e-02",NA,"NANA",NA,4.76907582014333,4.14118600757208,3.36942762319977,3.7304789884037,3.08659480420566,3.90561959497827,4.20304358151799,3.34140101252482,4.01908099471761,5.23423796282062,4.75697304002677,5.35473255362105,5.00212829856603,5.44926149754577,3.73736723541588,8.02712147590029,3.91827302863224,5.31005383522458,7.53860824219482
"Down","AL161909.1",-2.31009941752729,"9.87e-02",NA,"NANA",NA,3.78210066065279,3.26581518929046,5.09127363441423,3.16887197449894,3.320944280099,4.78993043521376,3.88883978309556,3.94441115746511,3.51897726942964,5.08335061011372,2.6743139638276,4.63620692101387,2.39136742908851,2.94339221751932,3.0002868980162,6.68089214023193,7.21475212544805,5.47549624005266,3.29940724308959
"Down","ENSG00000234709",-2.11707393091919,"9.18e-02","UPF3AP3","9q31.1","transcribed_processed_pseudogene",4.50865580659761,5.17416024945384,7.06460043564935,6.22151778191047,5.08601582255208,5.83904449761946,7.17567813626439,5.04117039738991,5.36868325597532,5.23423796282062,4.42478149490757,4.7695401924241,3.52095830797644,4.36560874689225,6.11601786228535,6.3986877979535,8.15823911590517,9.07693852281248,4.21822115035901
"Down","ENSG00000174564",-2.04635124375954,"7.71e-03","IL20RB","3q22.3","protein_coding",4.88354623920217,5.61318314099113,5.77288257769521,5.67471323349398,4.91744014804099,5.33417222206451,6.49997228690613,5.49819103287572,5.66722734918754,5.71679177387389,6.04367530850654,5.7268058009369,5.25851750980315,5.14500551509873,9.19368444781127,5.45192249990865,6.28772021006012,7.38314135257588,6.07821625750092
"Down","ENSG00000244018",-1.9407905827084,"9.82e-02","RPL35P6","8p22","processed_pseudogene",2.95470196070524,3.58814010177253,4.42091920397556,4.92570807794763,4.12801798894811,4.44280373618422,3.48658491274927,4.24042497859804,3.43095580202561,3.73820121851557,2.6743139638276,3.48844674188388,3.16770737562586,3.10688813456609,3.87488640526332,4.76553937890678,5.80446139803197,6.79462874947351,3.29940724308959
"Down","AC027796.1",-1.83361244100481,"3.94e-02",NA,"NANA",NA,2.80780279273712,3.38144504177915,4.05913401396172,3.65078423810094,3.52249256044252,3.30975308668396,4.20304358151799,3.57155580014873,3.12920189558449,4.72396361496047,3.67117485124727,3.2657749642242,3.06400405593602,2.29955080764403,5.11598476740113,3.96347816260365,5.48442764749803,5.53670282177322,3.9029977848894
"Down","ENSG00000231566",-1.81074597488493,"4.14e-02","LINC02595 ENSG00000231566","Xp11.3","lncRNA",2.95470196070524,3.26581518929046,3.91511574534017,3.65078423810094,4.59854343245308,4.95626153966632,4.67959170187267,4.36838851511077,3.82553299775459,4.50395390642124,4.06274385845751,4.43678604764411,4.50450353193681,4.08088140910095,7.26108632500769,4.24140867251656,5.07254187174393,5.47549624005266,4.65469454909641
"Down","ENSG00000285348",-1.78873233646235,"6.37e-02","TGM1","CHR_HG1_PATCH","protein_coding",5.23933888163117,4.72650903069823,6.00404863384531,4.89144417009256,5.47424086452743,5.47789141015374,6.94190918427799,4.59459541083386,5.02223676856348,5.37082796553429,5.52687842444374,5.63658507662862,5.25851750980315,5.99995262830344,8.71938654062992,4.85086123910469,5.80446139803197,7.74913482979086,5.34098711019521
"Down","AC133435.1",-1.78439057307885,"9.80e-02",NA,"NANA",NA,3.42692088996166,2.2638294624759,3.1294546816786,3.65078423810094,2.80665226567374,3.63823347071757,4.46090538446508,2.52434248610076,3.43095580202561,4.09446081428474,3.47897863635701,3.2657749642242,2.95226502145557,2.54747183869422,4.73745328685245,3.80145819372934,4.81202389669442,5.47549624005266,3.40268781653973
"Down","ENSG00000199082",-1.77426494361497,"9.58e-02","MIR342","14q32.2","miRNA",3.93150817621049,3.92951109715736,5.09127363441423,4.85634665862178,4.55322807901695,4.74516846035257,5.94654262676607,4.36838851511077,3.68038229701192,4.91481907225827,3.47897863635701,4.63620692101387,4.19654858508999,3.72578978335349,3.41539611288541,5.8544282314775,7.08292211522721,7.01496334921202,4.27377041065893
"Down","ENSG00000200534",-1.73200060278048,"8.38e-02","SNORA33","6q23.2","snoRNA",5.895792362725,4.07402030115753,4.52382317689145,5.52630388839318,7.26518909912967,5.3933887234881,7.06352337111821,4.8787312225932,6.38170964315568,5.08335061011372,5.5018026762856,5.38275576984684,5.7002162895323,6.2995123180063,6.2484710613328,6.11805627955788,7.64697174028751,8.92497803919104,6.80908672116289
"Down","AC137561.1",-1.70378593017228,"8.86e-02",NA,"NANA",NA,3.42692088996166,3.68134869351099,4.87474221130113,5.33559501996639,4.68511535256058,4.05979363509901,5.5623634740114,4.42835127399909,4.68437198351807,4.3799372497622,4.47718234561605,4.14113275547235,3.92779187864471,2.94339221751932,5.54484508652599,4.80883096542938,6.50933755003129,7.05735220004365,3.9029977848894
"Down","ENSG00000240463",-1.67722707655142,"7.71e-02","RPS19P3","14q13.1","processed_pseudogene",3.52424344321276,3.68134869351099,4.70992612369496,3.65078423810094,4.06484095284785,4.44280373618422,4.46090538446508,3.76999536675474,3.75478234396833,4.50395390642124,3.13203418602529,3.58809414281976,3.16770737562586,2.75897122940172,3.73736723541588,4.85086123910469,5.80446139803197,6.25376931151486,3.97179357258211
"Down","AC108066.2",-1.66565204944046,"4.82e-02",NA,"NANA",NA,5.18083865256231,5.07458681614551,6.50941750850814,5.93234017583055,5.77983898958128,5.2405246364903,6.02849069426901,4.36838851511077,5.36868325597532,6.57861613243546,6.61095301745102,4.89158663218113,5.62932337246916,3.5089808715609,7.55515038583092,6.71542797198784,8.07145373286945,7.35792595438815,5.62350398156862
"Down","ENSG00000256812",-1.63232688963835,"7.07e-02","CAPNS2","16q12.2","protein_coding",3.85873766114919,5.1085473201895,6.07354640796145,5.96565741550281,4.06484095284785,5.36408427467249,6.31640713850674,5.84473482046826,5.1925119858132,5.23423796282062,4.62384978060555,5.07452612728024,3.5972375497459,4.48934330947258,7.41559779387257,5.7472389564222,6.87087353942273,7.39971005806882,5.26077910713212
"Down","ENSG00000266258",-1.47768292432913,"8.91e-02","LINC01909","18q22.2","lncRNA",4.19064043837356,4.89164621591475,4.79468649966508,5.41009585012139,4.64247866114457,4.13111236959561,5.5623634740114,5.84473482046826,5.32050491910964,4.61814861365498,4.37040539734243,4.96756798224545,4.14665399893337,3.38699191369574,4.87496463320575,5.7910748773767,6.41849300427441,7.32360487107675,5.26077910713212
"Down","ENSG00000204172",-1.26894601583931,"9.87e-02","AGAP9","10q11.22","protein_coding",7.28873045709837,6.2371715407713,7.61194936817819,6.77578074528402,7.54528949676734,7.41356141933375,6.24963384157813,6.82743140646842,7.15394953177266,6.26470739348931,7.21519279475514,6.3118866917663,6.14343645685955,5.64824193627919,7.19695530739311,7.3198709237118,8.50584452158003,9.25822299224012,6.846205943191
"Down","AL928654.4",-1.24450940801523,"9.94e-02",NA,"NANA",NA,5.65917356807272,5.74856991303738,7.28571032048135,6.1795383314402,5.96424924040564,6.8418856816204,7.06352337111821,6.08722048536923,6.55827761814033,6.11714031144384,5.87816304771287,5.76988496940561,5.39299034232171,5.41845555060718,6.45997928353207,6.94620138762405,7.89175385112403,8.44771113413189,6.24036376575263
"Down","ENSG00000196724",-1.19148087570764,"9.50e-02","ZNF418","19q13.43","protein_coding",5.50079837358096,6.67133311948177,7.73501989134136,6.7084909353563,6.44551839196403,6.54819928842507,5.66841592226075,6.51815090364106,7.02459907710274,6.55012610158681,5.81848556023168,5.83218381388729,5.92404656922655,6.08087245142346,6.58551233847524,7.24304322576627,8.09119555447828,8.4556566280994,6.985811184053
"Down","ENSG00000180626",-1.06557237681957,"8.87e-02","ZNF594","17p13.2","protein_coding",6.2630852265246,7.15843551737931,7.75631062162657,7.33034752215195,7.65123752448965,7.11245936647729,7.60761397193678,7.42140988802382,8.03248899371064,6.99266424856593,7.61660011972971,6.79112144031575,7.2152817073706,6.60329257896622,7.87503307917595,7.90775442796839,8.3175620862764,9.46129338974622,7.27837703536417
"Down","ENSG00000114735",-1.06100211132055,"8.86e-02","HEMK1","3p21.31","protein_coding",8.98331715942086,8.46741660848707,9.55969162298948,8.54501874892894,8.85790885338078,9.17454759522827,9.4280553548837,8.61263886376648,8.78004014138826,8.30430527857925,9.42963817803271,8.96581755662172,8.74716852993073,8.07594353346898,8.69173009232395,9.46650434369469,10.0801845209126,11.0932989021879,9.27255311041606
